lights_1,lights_2,lights_3,lights_4,lights_5,lights_6,lights_7,speed,time
1,1,1,1,1,1,1,49.79,2023-12-24 21:46:25 UTC
1,1,1,1,1,1,0,80.17,2023-12-24 21:46:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:46:35 UTC
1,1,1,1,0,0,0,49.86,2023-12-24 21:46:40 UTC
1,1,1,1,1,1,0,35.89,2023-12-24 21:46:45 UTC
1,1,1,1,1,1,1,69.73,2023-12-24 21:46:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:46:55 UTC
1,1,1,1,0,0,0,59.51,2023-12-24 21:47:00 UTC
1,1,1,1,1,1,0,33.76,2023-12-24 21:47:05 UTC
1,1,1,1,1,1,1,50.76,2023-12-24 21:47:10 UTC
1,1,1,1,1,1,1,93.31,2023-12-24 21:47:15 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 21:47:20 UTC
1,1,1,1,1,0,0,62.97,2023-12-24 21:47:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:47:30 UTC
1,1,1,1,1,0,0,70.32,2023-12-24 21:47:35 UTC
1,1,1,1,1,1,1,68.61,2023-12-24 21:47:40 UTC
1,1,1,1,1,1,1,72.81,2023-12-24 21:47:45 UTC
1,1,1,1,1,1,1,38.71,2023-12-24 21:47:50 UTC
1,1,1,1,1,1,0,80.98,2023-12-24 21:47:55 UTC
1,1,1,1,1,1,1,40.28,2023-12-24 21:48:00 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:48:05 UTC
1,1,1,1,1,1,1,49.4,2023-12-24 21:48:10 UTC
1,1,1,1,1,1,0,72.63,2023-12-24 21:48:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:48:20 UTC
1,1,1,1,0,0,0,40.86,2023-12-24 21:48:25 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:48:30 UTC
1,1,1,1,1,1,1,66.89,2023-12-24 21:48:35 UTC
1,1,1,1,1,1,1,31.47,2023-12-24 21:48:40 UTC
1,1,1,1,1,1,0,43.27,2023-12-24 21:48:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:48:50 UTC
1,1,1,1,1,1,1,49.54,2023-12-24 21:48:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:49:00 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 21:49:05 UTC
1,1,1,1,0,0,0,35.37,2023-12-24 21:49:10 UTC
1,1,1,1,1,1,0,63.75,2023-12-24 21:49:15 UTC
1,1,1,1,1,1,1,47.04,2023-12-24 21:49:20 UTC
1,1,1,1,1,1,0,52.27,2023-12-24 21:49:25 UTC
1,1,1,1,1,1,1,80.05,2023-12-24 21:49:30 UTC
1,1,1,1,1,1,1,33.13,2023-12-24 21:49:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:49:40 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 21:49:45 UTC
1,1,1,1,0,0,0,37.66,2023-12-24 21:49:50 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:49:55 UTC
1,1,1,1,1,1,1,67.94,2023-12-24 21:50:00 UTC
1,1,1,1,1,1,1,30.97,2023-12-24 21:50:05 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:50:10 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 21:50:15 UTC
1,1,1,1,0,0,0,37.14,2023-12-24 21:50:20 UTC
1,1,1,1,1,1,0,88.27,2023-12-24 21:50:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:50:30 UTC
1,1,1,1,1,1,1,96.33,2023-12-24 21:50:35 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 21:50:40 UTC
1,1,1,1,1,0,0,68.84,2023-12-24 21:50:45 UTC
1,1,1,1,1,1,1,57.41,2023-12-24 21:50:50 UTC
1,1,1,1,1,1,0,46.59,2023-12-24 21:50:55 UTC
1,1,1,1,1,1,1,75.62,2023-12-24 21:51:00 UTC
1,1,1,1,1,1,1,72.94,2023-12-24 21:51:05 UTC
1,1,1,1,1,1,1,38.2,2023-12-24 21:51:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:51:15 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 21:51:20 UTC
1,1,1,1,1,0,0,84.92,2023-12-24 21:51:25 UTC
1,1,1,1,1,1,1,99.87,2023-12-24 21:51:30 UTC
1,1,1,1,1,0,0,74.57,2023-12-24 21:51:35 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:51:40 UTC
1,1,1,1,1,1,1,98.1,2023-12-24 21:51:45 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 21:51:50 UTC
1,1,1,1,1,0,0,64.38,2023-12-24 21:51:55 UTC
1,1,1,1,1,1,1,113.58,2023-12-24 21:52:00 UTC
1,1,1,1,1,1,1,114.79,2023-12-24 21:52:05 UTC
1,1,1,1,1,0,0,63.63,2023-12-24 21:52:10 UTC
1,1,1,1,1,1,1,74.26,2023-12-24 21:52:15 UTC
1,1,1,1,1,1,1,80.56,2023-12-24 21:52:20 UTC
1,1,1,1,1,1,1,65.08,2023-12-24 21:52:25 UTC
1,1,1,1,1,1,1,73.25,2023-12-24 21:52:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:52:35 UTC
1,1,1,1,0,0,0,47.31,2023-12-24 21:52:40 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:52:45 UTC
1,1,1,1,1,1,1,55.64,2023-12-24 21:52:50 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:52:55 UTC
1,1,1,1,1,1,1,120.55,2023-12-24 21:53:00 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 21:53:05 UTC
1,1,1,1,1,1,1,117.69,2023-12-24 21:53:25 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 21:53:30 UTC
1,1,1,1,1,0,0,88.6,2023-12-24 21:53:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:53:45 UTC
1,1,1,1,0,0,0,39.26,2023-12-24 21:53:50 UTC
1,1,1,1,1,1,1,92.21,2023-12-24 21:53:55 UTC
1,1,1,1,1,1,1,31.28,2023-12-24 21:54:00 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:54:05 UTC
1,1,1,1,1,1,1,30.93,2023-12-24 21:54:10 UTC
1,1,1,1,1,1,0,35.95,2023-12-24 21:54:15 UTC
1,1,1,1,1,1,1,117.45,2023-12-24 21:54:20 UTC
1,1,1,1,1,1,1,41.41,2023-12-24 21:54:25 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:54:30 UTC
1,1,1,1,1,1,1,54.58,2023-12-24 21:54:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:54:40 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 21:54:45 UTC
1,1,1,1,0,0,0,30.98,2023-12-24 21:54:50 UTC
1,1,1,1,1,1,0,49.8,2023-12-24 21:54:55 UTC
1,1,1,1,1,1,1,34.66,2023-12-24 21:55:00 UTC
1,1,1,1,1,1,1,90.94,2023-12-24 21:55:05 UTC
1,1,1,1,1,1,1,61.75,2023-12-24 21:55:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:55:15 UTC
1,1,1,1,1,1,1,118.22,2023-12-24 21:55:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 21:55:25 UTC
1,1,1,1,0,0,0,42.86,2023-12-24 21:55:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:55:40 UTC
1,1,1,1,1,1,1,72.06,2023-12-24 21:55:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:55:50 UTC
1,1,1,1,0,0,0,43.48,2023-12-24 21:55:55 UTC
1,1,1,1,1,1,0,74.41,2023-12-24 21:56:00 UTC
1,1,1,1,1,1,1,36.37,2023-12-24 21:56:05 UTC
1,1,1,1,1,1,0,82.42,2023-12-24 21:56:10 UTC
1,1,1,1,1,1,1,58.15,2023-12-24 21:56:15 UTC
1,1,1,1,1,1,0,57.2,2023-12-24 21:56:20 UTC
1,1,1,1,1,1,1,58.94,2023-12-24 21:56:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:56:30 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 21:56:35 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 21:56:40 UTC
1,1,1,1,1,0,0,63.49,2023-12-24 21:56:45 UTC
1,1,1,1,1,1,1,44.31,2023-12-24 21:56:50 UTC
1,1,1,1,1,1,0,45.7,2023-12-24 21:56:55 UTC
1,1,1,1,1,1,1,38.09,2023-12-24 21:57:00 UTC
1,1,1,1,1,1,1,73.98,2023-12-24 21:57:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:57:10 UTC
1,1,1,1,1,0,0,77.65,2023-12-24 21:57:15 UTC
1,1,1,1,1,1,1,51.3,2023-12-24 21:57:20 UTC
1,1,1,1,1,1,0,61.6,2023-12-24 21:57:25 UTC
1,1,1,1,1,1,1,104.97,2023-12-24 21:57:30 UTC
1,1,1,1,0,0,0,37.11,2023-12-24 21:57:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:57:40 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 21:57:45 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 21:57:50 UTC
1,1,1,1,1,0,0,88.09,2023-12-24 21:57:55 UTC
1,1,1,1,1,1,1,113.1,2023-12-24 21:58:00 UTC
1,1,1,1,1,0,0,81.84,2023-12-24 21:58:05 UTC
1,1,1,1,1,1,1,42.2,2023-12-24 21:58:10 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:58:15 UTC
1,1,1,1,1,1,1,104.33,2023-12-24 21:58:20 UTC
1,1,1,1,1,0,0,71.77,2023-12-24 21:58:25 UTC
1,1,1,1,1,1,1,102.61,2023-12-24 21:58:30 UTC
1,1,1,1,1,0,0,69.68,2023-12-24 21:58:35 UTC
1,1,1,1,1,1,1,36.72,2023-12-24 21:58:40 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:58:45 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 21:58:50 UTC
1,1,1,1,1,0,0,72.15,2023-12-24 21:58:55 UTC
1,1,1,1,1,1,1,45.96,2023-12-24 21:59:00 UTC
1,1,1,1,1,1,0,56.75,2023-12-24 21:59:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:59:10 UTC
1,1,1,1,1,1,1,60.49,2023-12-24 21:59:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 21:59:20 UTC
1,1,1,1,1,1,1,101.01,2023-12-24 21:59:25 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 21:59:30 UTC
1,1,1,1,1,0,0,87.25,2023-12-24 21:59:45 UTC
1,1,1,1,1,1,1,39.77,2023-12-24 21:59:50 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 21:59:55 UTC
1,1,1,1,1,1,1,53.66,2023-12-24 22:00:00 UTC
1,1,1,1,1,1,0,64.3,2023-12-24 22:00:05 UTC
1,1,1,1,1,1,1,97.76,2023-12-24 22:00:10 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:00:15 UTC
1,1,1,1,0,0,0,42.77,2023-12-24 22:00:20 UTC
1,1,1,1,1,1,0,46.65,2023-12-24 22:00:25 UTC
1,1,1,1,1,1,1,36.06,2023-12-24 22:00:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:00:35 UTC
1,1,1,1,1,1,1,62.19,2023-12-24 22:00:40 UTC
1,1,1,1,1,1,1,53.78,2023-12-24 22:00:45 UTC
1,1,1,1,1,1,0,59.69,2023-12-24 22:00:50 UTC
1,1,1,1,1,1,1,38.19,2023-12-24 22:00:55 UTC
1,1,1,1,1,1,1,39.0,2023-12-24 22:01:00 UTC
1,1,1,1,1,1,1,78.09,2023-12-24 22:01:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:01:10 UTC
1,1,1,1,0,0,0,34.36,2023-12-24 22:01:15 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:01:20 UTC
1,1,1,1,1,1,1,38.57,2023-12-24 22:01:25 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:01:30 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:01:35 UTC
1,1,1,1,0,0,0,59.42,2023-12-24 22:01:40 UTC
1,1,1,1,1,1,0,43.76,2023-12-24 22:01:45 UTC
1,1,1,1,1,1,1,79.76,2023-12-24 22:01:50 UTC
1,1,1,1,1,1,1,94.52,2023-12-24 22:01:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:02:00 UTC
1,1,1,1,1,0,0,62.79,2023-12-24 22:02:05 UTC
1,1,1,1,1,1,1,79.26,2023-12-24 22:02:10 UTC
1,1,1,1,1,1,1,116.2,2023-12-24 22:02:15 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:02:20 UTC
1,1,1,1,1,1,1,91.83,2023-12-24 22:02:25 UTC
1,1,1,1,0,0,0,34.78,2023-12-24 22:02:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:02:35 UTC
1,1,1,1,1,1,1,36.85,2023-12-24 22:02:40 UTC
1,1,1,1,1,1,0,52.16,2023-12-24 22:02:45 UTC
1,1,1,1,1,1,1,97.89,2023-12-24 22:02:50 UTC
1,1,1,1,1,1,1,58.24,2023-12-24 22:02:55 UTC
1,1,1,1,1,1,0,80.16,2023-12-24 22:03:00 UTC
1,1,1,1,1,1,1,82.61,2023-12-24 22:03:05 UTC
1,1,1,1,1,1,1,35.92,2023-12-24 22:03:10 UTC
1,1,1,1,1,1,0,61.14,2023-12-24 22:03:15 UTC
1,1,1,1,1,1,1,53.01,2023-12-24 22:03:20 UTC
1,1,1,1,1,1,0,75.71,2023-12-24 22:03:25 UTC
1,1,1,1,1,1,1,50.29,2023-12-24 22:03:30 UTC
1,1,1,1,1,1,0,83.46,2023-12-24 22:03:35 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:03:40 UTC
1,1,1,1,0,0,0,55.78,2023-12-24 22:03:45 UTC
1,1,1,1,1,1,1,104.97,2023-12-24 22:03:50 UTC
1,1,1,1,1,1,1,52.41,2023-12-24 22:03:55 UTC
1,1,1,1,1,1,0,78.45,2023-12-24 22:04:00 UTC
1,1,1,1,1,1,1,64.92,2023-12-24 22:04:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:04:10 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:04:15 UTC
1,1,1,1,1,0,0,70.61,2023-12-24 22:04:25 UTC
1,1,1,1,1,1,1,74.45,2023-12-24 22:04:30 UTC
1,1,1,1,1,1,1,44.66,2023-12-24 22:04:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:04:40 UTC
1,1,1,1,1,1,1,57.88,2023-12-24 22:04:45 UTC
1,1,1,1,1,1,0,66.37,2023-12-24 22:04:50 UTC
1,1,1,1,1,1,1,61.51,2023-12-24 22:04:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:05:00 UTC
1,1,1,1,1,0,0,88.6,2023-12-24 22:05:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:05:10 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:05:15 UTC
1,1,1,1,0,0,0,42.58,2023-12-24 22:05:25 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:05:30 UTC
1,1,1,1,1,1,1,31.96,2023-12-24 22:05:35 UTC
1,1,1,1,1,1,0,37.47,2023-12-24 22:05:40 UTC
1,1,1,1,1,1,1,57.72,2023-12-24 22:05:45 UTC
1,1,1,1,1,1,1,116.04,2023-12-24 22:05:50 UTC
1,1,1,1,1,1,1,80.62,2023-12-24 22:05:55 UTC
1,1,1,1,1,1,1,55.61,2023-12-24 22:06:00 UTC
1,1,1,1,1,1,0,43.2,2023-12-24 22:06:05 UTC
1,1,1,1,1,1,1,35.67,2023-12-24 22:06:10 UTC
1,1,1,1,1,1,1,75.6,2023-12-24 22:06:15 UTC
1,1,1,1,1,1,1,105.07,2023-12-24 22:06:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:06:25 UTC
1,1,1,1,1,1,1,118.97,2023-12-24 22:06:30 UTC
1,1,1,1,1,0,0,76.37,2023-12-24 22:06:35 UTC
1,1,1,1,1,1,1,70.37,2023-12-24 22:06:40 UTC
1,1,1,1,1,1,1,68.85,2023-12-24 22:06:45 UTC
1,1,1,1,1,1,1,78.16,2023-12-24 22:06:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:06:55 UTC
1,1,1,1,0,0,0,48.76,2023-12-24 22:07:00 UTC
1,1,1,1,1,1,0,60.24,2023-12-24 22:07:05 UTC
1,1,1,1,1,1,1,91.75,2023-12-24 22:07:10 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:07:15 UTC
1,1,1,1,0,0,0,45.16,2023-12-24 22:07:25 UTC
1,1,1,1,1,1,0,50.78,2023-12-24 22:07:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:07:35 UTC
1,1,1,1,1,1,1,75.23,2023-12-24 22:07:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:07:45 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:07:50 UTC
1,1,1,1,0,0,0,50.91,2023-12-24 22:08:00 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:08:05 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:08:10 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:08:15 UTC
1,1,1,1,1,0,0,60.98,2023-12-24 22:08:30 UTC
1,1,1,1,1,1,1,75.67,2023-12-24 22:08:35 UTC
1,1,1,1,1,1,1,35.0,2023-12-24 22:08:40 UTC
1,1,1,1,1,1,0,73.87,2023-12-24 22:08:45 UTC
1,1,1,1,1,1,1,77.8,2023-12-24 22:08:50 UTC
1,1,1,1,1,1,1,83.73,2023-12-24 22:08:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:09:00 UTC
1,1,1,1,0,0,0,45.98,2023-12-24 22:09:05 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:09:10 UTC
1,1,1,1,1,1,1,108.88,2023-12-24 22:09:15 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:09:20 UTC
1,1,1,1,1,0,0,68.79,2023-12-24 22:09:25 UTC
1,1,1,1,1,1,1,49.0,2023-12-24 22:09:30 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:09:35 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:09:40 UTC
1,1,1,1,1,0,0,69.81,2023-12-24 22:09:45 UTC
1,1,1,1,1,1,1,80.46,2023-12-24 22:09:50 UTC
1,1,1,1,1,1,1,50.48,2023-12-24 22:09:55 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:10:00 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:10:05 UTC
1,1,1,1,0,0,0,46.36,2023-12-24 22:10:10 UTC
1,1,1,1,1,1,0,74.38,2023-12-24 22:10:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:10:20 UTC
1,1,1,1,0,0,0,57.88,2023-12-24 22:10:25 UTC
1,1,1,1,1,1,1,93.48,2023-12-24 22:10:30 UTC
1,1,1,1,1,1,1,38.66,2023-12-24 22:10:35 UTC
1,1,1,1,1,1,0,46.6,2023-12-24 22:10:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:10:45 UTC
1,1,1,1,1,1,1,50.55,2023-12-24 22:10:50 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:10:55 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:11:00 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:11:05 UTC
1,1,1,1,1,1,1,106.64,2023-12-24 22:11:15 UTC
1,1,1,1,1,1,1,117.9,2023-12-24 22:11:20 UTC
1,1,1,1,1,0,0,77.89,2023-12-24 22:11:25 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:11:30 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:11:35 UTC
1,1,1,1,1,0,0,78.18,2023-12-24 22:11:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:11:45 UTC
1,1,1,1,0,0,0,57.51,2023-12-24 22:11:50 UTC
1,1,1,1,1,1,0,70.1,2023-12-24 22:11:55 UTC
1,1,1,1,1,1,1,91.88,2023-12-24 22:12:00 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:12:05 UTC
1,1,1,1,0,0,0,46.55,2023-12-24 22:12:10 UTC
1,1,1,1,1,1,1,111.18,2023-12-24 22:12:15 UTC
1,1,1,1,1,1,1,59.64,2023-12-24 22:12:20 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:12:25 UTC
1,1,1,1,1,1,1,39.43,2023-12-24 22:12:30 UTC
1,1,1,1,1,1,0,57.59,2023-12-24 22:12:35 UTC
1,1,1,1,1,1,1,52.28,2023-12-24 22:12:40 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:12:45 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:12:50 UTC
1,1,1,1,1,1,1,112.34,2023-12-24 22:12:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:13:00 UTC
1,1,1,1,0,0,0,35.07,2023-12-24 22:13:10 UTC
1,1,1,1,1,1,0,51.64,2023-12-24 22:13:15 UTC
1,1,1,1,1,1,1,40.45,2023-12-24 22:13:20 UTC
1,1,1,1,1,1,1,110.13,2023-12-24 22:13:25 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:13:30 UTC
1,1,1,1,1,1,1,114.98,2023-12-24 22:13:35 UTC
1,1,1,1,0,0,0,46.01,2023-12-24 22:13:40 UTC
1,1,1,1,1,1,1,104.33,2023-12-24 22:13:45 UTC
1,1,1,1,1,1,1,35.96,2023-12-24 22:13:50 UTC
1,1,1,1,1,1,1,115.83,2023-12-24 22:13:55 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:14:00 UTC
1,1,1,1,1,0,0,66.72,2023-12-24 22:14:05 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:14:10 UTC
1,1,1,1,1,0,0,70.27,2023-12-24 22:14:15 UTC
1,1,1,1,1,1,1,48.1,2023-12-24 22:14:20 UTC
1,1,1,1,1,1,0,61.96,2023-12-24 22:14:25 UTC
1,1,1,1,1,1,1,73.78,2023-12-24 22:14:30 UTC
1,1,1,1,1,1,1,47.43,2023-12-24 22:14:35 UTC
1,1,1,1,1,1,0,69.88,2023-12-24 22:14:40 UTC
1,1,1,1,1,1,1,84.94,2023-12-24 22:14:45 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:14:50 UTC
1,1,1,1,1,0,0,70.93,2023-12-24 22:14:55 UTC
1,1,1,1,1,1,1,76.38,2023-12-24 22:15:00 UTC
1,1,1,1,1,1,1,54.96,2023-12-24 22:15:05 UTC
1,1,1,1,1,1,0,76.41,2023-12-24 22:15:10 UTC
1,1,1,1,1,1,1,94.26,2023-12-24 22:15:15 UTC
1,1,1,1,0,0,0,56.9,2023-12-24 22:15:20 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:15:25 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:15:30 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:15:35 UTC
1,1,1,1,1,1,1,107.76,2023-12-24 22:15:40 UTC
1,1,1,1,0,0,0,55.66,2023-12-24 22:15:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:15:50 UTC
1,1,1,1,1,1,1,72.45,2023-12-24 22:15:55 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:16:00 UTC
1,1,1,1,1,1,1,108.89,2023-12-24 22:16:05 UTC
1,1,1,1,1,0,0,70.8,2023-12-24 22:16:10 UTC
1,1,1,1,1,1,1,63.21,2023-12-24 22:16:15 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:16:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:16:25 UTC
1,1,1,1,0,0,0,58.61,2023-12-24 22:16:40 UTC
1,1,1,1,1,1,0,67.69,2023-12-24 22:16:45 UTC
1,1,1,1,1,1,1,71.51,2023-12-24 22:16:50 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:16:55 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:17:00 UTC
1,1,1,1,0,0,0,50.89,2023-12-24 22:17:05 UTC
1,1,1,1,1,1,0,39.28,2023-12-24 22:17:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:17:15 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:17:20 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:17:25 UTC
1,1,1,1,0,0,0,38.52,2023-12-24 22:17:35 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:17:40 UTC
1,1,1,1,1,1,1,43.1,2023-12-24 22:17:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:17:50 UTC
1,1,1,1,1,1,1,72.24,2023-12-24 22:17:55 UTC
1,1,1,1,1,1,1,69.24,2023-12-24 22:18:00 UTC
1,1,1,1,1,1,1,70.89,2023-12-24 22:18:05 UTC
1,1,1,1,1,1,1,74.01,2023-12-24 22:18:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:18:15 UTC
1,1,1,1,0,0,0,58.26,2023-12-24 22:18:20 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:18:25 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:18:30 UTC
0,0,0,0,0,0,0,0.0,2023-12-24 22:18:35 UTC
1,1,1,1,1,0,0,74.54,2023-12-24 22:18:45 UTC
1,1,1,1,1,1,1,91.86,2023-12-24 22:18:50 UTC
1,1,1,1,0,0,0,52.35,2023-12-24 22:18:55 UTC
1,1,1,1,1,1,0,44.12,2023-12-24 22:19:00 UTC
1,1,1,1,1,1,1,42.76,2023-12-24 22:19:05 UTC
1,1,1,1,1,1,1,77.57,2023-12-24 22:19:10 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:19:15 UTC
1,1,1,1,0,0,0,57.33,2023-12-24 22:19:20 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:19:25 UTC
1,1,1,1,1,1,1,89.97,2023-12-24 22:19:30 UTC
1,1,1,1,1,1,1,53.42,2023-12-24 22:19:35 UTC
1,1,1,1,1,1,0,74.8,2023-12-24 22:19:40 UTC
1,1,1,1,1,1,1,40.56,2023-12-24 22:19:45 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:19:50 UTC
1,1,1,1,1,1,1,98.25,2023-12-24 22:19:55 UTC
1,1,1,1,1,1,1,111.21,2023-12-24 22:20:00 UTC
1,1,1,1,0,0,0,41.92,2023-12-24 22:20:05 UTC
0,0,1,1,1,1,0,0.0,2023-12-24 22:20:10 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:20:15 UTC
1,1,1,1,1,1,1,117.6,2023-12-24 22:20:20 UTC
1,1,1,1,0,0,0,49.75,2023-12-24 22:20:25 UTC
1,1,1,1,1,1,0,56.59,2023-12-24 22:20:30 UTC
0,0,1,1,1,1,1,0.0,2023-12-24 22:20:35 UTC
0,0,0,0,1,1,1,0.0,2023-12-24 22:20:40 UTC
1,1,1,1,0,0,0,30.62,2023-12-24 22:20:45 UTC
1,1,1,1,1,1,0,53.55,2023-12-24 22:20:50 UTC
1,1,1,1,1,1,1,94.01,2023-12-24 22:20:55 UTC
1,1,1,1,1,1,1,47.67,2023-12-24 22:21:00 UTC
1,1,1,1,1,1,1,120.13,2023-12-24 22:21:05 UTC
